Ip1, Ip2, Ip3, Ip4, Phone, SurvivalTime, AverageAnswerTime, Outcome
110,176,218,239,18034,691,29,0
112,224,69,16,15563,1,35.2,0
111,53,209,104,19834,0,28.4,0
111,203,185,51,13520,1,38.8,0
113,57,183,122,15623,0,27.5,0
111,56,36,135,17614,0,8.8,0
117,136,103,233,17855,0,44.5,0
116,55,15,17,18608,473,30.5,0
112,224,156,234,18669,0,10.5,0
117,136,107,51,15838,70851,40.3,0
111,17,161,250,15854,512,12.4,0
110,156,197,71,15352,5908,60,0
113,141,20,94,15991,1,8.7,0
115,148,233,221,17346,0,26.4,0
113,57,237,20,18736,431,29.2,0
101,84,40,117,16621,725,9.3,0
106,61,145,7,13638,115,10.2,0
1,68,87,237,13313,0,21.5,0
116,248,189,12,13988,148,46.2,0
113,70,128,78,18676,881,32.6,0
117,136,107,192,13839,124,8.9,0
112,17,236,60,15957,802,4.6,0
111,53,209,100,18834,0,38.8,0
117,136,107,170,13262,1,29.2,0
117,136,107,0,15938,1,43.5,0
103,3,138,68,15582,0,36,0
101,84,178,11,19916,1,17.9,0
1,68,103,40,15029,0,22.8,0
112,17,241,31,13666,0,38.5,0
111,26,200,44,18577,50129,30.2,0
117,136,121,37,15970,678,5.4,0
117,136,0,205,13403,789,36.7,0
113,25,17,207,15296,1,37,0
112,4,238,243,13073,1,18.1,0
111,58,180,69,18777,633,4.8,0
117,136,21,240,15770,1,18.8,0
112,96,39,187,13005,141,16.9,0
112,96,112,21,18675,186,15.7,0
111,26,200,44,18626,51203,23.5,0
112,22,203,162,15252,0,32.8,0
116,178,232,130,15599,338,29,0
114,85,166,35,15902,1,17.4,0
113,103,134,33,15916,1,38.3,0
114,231,41,117,16253,2,2.9,0
106,47,248,112,13352,0,29.5,0
112,17,245,77,17858,0,34.1,0
106,127,193,93,17376,95606,15.4,0
112,17,238,25,13806,114,12.7,0
116,178,224,167,15569,8391,30.9,0
115,152,78,119,13415,1,34,0
106,224,197,86,15079,87,42.2,0
111,203,185,109,18610,0,30.2,0
112,237,228,199,13365,14037,18.2,0
112,96,112,130,18578,1,44,0
113,57,246,189,13125,0,19,0
117,136,123,185,15180,9439,9.4,0
111,183,22,158,18163,0,23.1,0
112,224,135,104,17615,0,54.4,0
106,84,186,104,13908,184,13.4,0
112,4,238,253,18115,0,28.1,0
103,3,136,201,18997,214,27.8,0
106,33,71,214,17772,0,33.8,0
112,224,136,22,18745,0,35.7,0
113,85,85,213,13829,188,15,0
112,224,135,170,18660,329,23.3,0
113,101,150,33,16231,87,4.3,0
111,53,209,103,13546,0,18.1,0
106,44,130,193,13488,1,53.9,0
117,136,12,181,13824,249,38.4,0
115,156,140,31,18674,0,32.8,0
112,224,136,58,15853,0,30.5,0
112,1,17,44,13770,102,11.8,0
112,224,67,42,13054,0,50.1,0
117,136,107,217,15617,65234,23.8,0
110,16,97,154,17763,1,23.1,0
113,64,75,109,13431,0,16.7,0
112,224,67,140,15589,570,29.5,0
106,127,77,35,13677,109,6,0
103,3,136,139,18449,3119,13.9,0
111,49,177,160,18395,0,11.9,0
101,84,10,35,18918,1,19.4,0
112,96,42,247,15711,436,4.3,0
114,85,143,17,15316,0,22.1,0
103,57,12,173,13943,0,47.6,0
117,136,125,22,13879,0,37.3,0
113,27,64,174,13503,1,17.3,0
111,18,46,169,17691,0,39.4,0
111,49,177,63,18395,0,39.7,0
114,217,158,169,16533,11,2.5,0
112,43,88,68,18146,293,9.6,0
112,17,240,169,13757,0,10.8,0
103,228,209,249,13877,171,17.7,0
1,30,6,214,15647,0,14.8,0
112,224,67,123,18660,1,31.4,0
112,224,67,130,13105,0,31.3,0
112,97,241,50,13018,0,3.4,0
117,136,117,10,13866,0,41.4,0
114,230,126,44,17012,44,2.8,0
114,228,153,81,17064,23,2.7,0
114,235,120,36,16798,5,2.8,0
112,224,136,2,17664,401,17.2,0
112,224,135,147,13255,184,55,0
103,98,241,231,13908,509,53.5,0
112,224,135,175,15045,362,20.4,0
1,81,38,224,15129,320,10,0
112,237,209,231,13864,614,15.4,0
111,0,8,17,15067,1,24.8,0
113,134,56,173,14735,0,31,0
111,53,134,22,15835,245,13.2,0
114,229,39,123,17064,100,3.2,0
106,127,66,158,19167,0,6,0
101,247,156,218,15635,734,38.6,0
117,136,100,168,13685,1,25.7,0
111,77,164,52,13097,0,17.4,0
111,49,145,77,16695,1,10.2,0
114,228,200,109,17053,8,2.5,0
115,226,133,191,16533,6,2.5,0
106,110,5,27,16535,1,3.1,0
112,224,67,105,15550,1,8.1,0
112,224,136,99,15564,497,33.3,0
111,20,238,11,13991,155,9.4,0
111,21,233,206,18292,1075,37.8,0
112,17,238,244,18857,0,26.8,0
113,57,246,207,15653,266,24.9,0
112,224,135,226,15092,241,18.6,0
111,25,175,63,18743,1360,2.7,0
112,224,2,106,15610,207,8.1,0
112,17,235,72,13858,0,24.8,0
112,237,228,199,15863,0,20.9,0
117,136,124,30,15170,162,12.2,0
113,57,246,62,15527,862,21.7,0
112,114,137,198,13987,468,15.5,0
103,251,99,79,17687,0,23.8,0
112,32,207,154,13965,0,24.3,0
106,226,227,4,16722,43,3,0
117,136,21,164,13766,0,12.9,0
103,40,223,59,13607,0,22.7,0
117,136,122,170,18707,1573,32.2,0
110,176,218,113,18103,420,27.8,0
117,136,103,250,13855,155,15.3,0
112,114,160,88,15750,256,18,0
111,49,145,26,13895,113,8.6,0
111,18,132,28,15686,0,23.9,0
117,136,28,121,15809,820,10,0
112,224,136,59,15266,0,19.7,0
113,138,27,216,17794,0,38.7,0
112,32,129,195,13675,0,30,0
113,16,106,18,18269,67584,53,0
117,136,124,99,15798,0,28.9,0
106,127,213,16,19127,337,12,0
1,198,17,36,13838,4505,25.5,0
112,96,112,188,13710,1,28.3,0
114,95,117,19,15921,213,59.2,0
114,87,22,32,18667,1,45.7,0
112,50,41,194,17338,1,8.2,0
106,125,116,34,13214,1,26.4,0
111,26,90,174,18043,0,23.7,0
113,101,149,96,16750,5,2.5,0
101,84,153,52,13636,95,10.2,0
112,224,152,85,18253,0,35.1,0
106,44,134,204,15109,0,40.3,0
1,81,174,37,13891,550,15.4,0
117,136,123,135,15170,1,31.3,0
112,32,128,200,19965,0,16.3,0
103,57,12,196,13278,816,35.6,0
106,61,53,159,15391,0,31.6,0
115,218,177,6,17015,5,2.6,0
106,127,102,226,18070,499,35.1,0
113,129,253,227,18325,346,45.2,0
111,19,46,28,15114,0,24.3,0
113,15,15,131,19978,0,36.9,0
113,120,63,108,16533,8,2.7,0
110,16,97,154,15540,0,28.9,0
115,221,127,251,16231,191,2.9,0
115,218,177,101,17053,1,4.2,0
110,248,45,122,13513,231735,16.1,0
111,58,10,139,13788,331,5.4,0
112,42,213,44,18642,0,17.5,0
110,87,194,37,16237,25,17.9,0
112,20,22,144,13285,0,8.4,0
114,97,242,95,16533,1,2.5,0
113,57,237,18,18233,0,28.6,0
106,84,150,227,18983,233,9.6,0
114,241,109,228,18611,853,15.5,0
110,64,96,88,13076,0,37.3,0
113,129,232,244,15063,204,5.7,0
110,89,123,248,16533,139,3.5,0
111,78,177,31,13970,124,9,0
111,19,121,11,13629,0,38.1,0
110,176,179,101,18031,128,11.1,0
112,17,247,34,15067,0,29.6,0
106,127,27,224,18174,1,15.4,0
115,218,181,20,16532,22,3.6,0
117,136,121,189,18007,0,10.1,0
114,251,13,253,13810,0,42.7,0
111,49,146,71,19995,0,9.5,0
1,81,172,75,13379,320,16,0
114,232,110,191,16229,42,4.8,0
113,103,232,227,16532,39,3.1,0
115,48,86,155,17050,2,5.2,0
110,19,14,166,13644,176,14,0
110,7,35,70,13847,18389,32.2,0
117,136,107,174,15836,106,9.5,0
113,17,233,167,17344,283,4.9,0
112,114,3,26,13887,836,23.6,0
111,57,0,46,13474,0,55.8,0
106,91,169,92,17723,18016,10.5,0
116,55,13,203,13887,609,49.2,0
111,49,255,212,13709,0,36.5,0
111,53,196,18,13503,334064,20.3,0
113,143,220,12,18091,1,31.8,0
1,85,53,210,18806,107,22.7,0
117,136,123,37,15779,0,26.2,0
112,224,152,145,18847,0,47,0
115,221,117,225,17061,124,2.7,0
112,224,146,36,18669,0,17.4,0
112,224,65,24,15588,4416,43.8,0
116,6,234,145,18576,255,25.6,0
117,136,118,156,15294,825,3.6,0
111,163,122,61,15522,97,27.7,0
1,28,159,79,13514,821,33.7,0
114,219,11,9,16533,66,3,0
112,1,134,120,18168,1,21.7,0
112,97,59,35,18666,204,5,0
106,120,213,118,15810,0,25.6,0
110,16,97,154,15540,3182,11.9,0
113,2,218,233,13208,28,2.5,0
112,96,71,89,13143,670,49.7,0
1,68,114,217,19935,287,25.5,0
113,57,27,149,17698,346257,25,0
115,158,0,239,15938,189,10.7,0
116,55,25,159,13378,0,60,0
117,132,184,3,18293,568,41.5,0
112,20,31,130,18115,135,17.4,0
112,27,58,203,15056,128,24.2,0
117,136,101,214,18856,0,59.8,0
110,154,247,152,15109,1,30.6,0
106,127,222,237,17878,411,20.3,0
114,102,209,98,18755,63479,31.1,0
113,14,0,190,18177,313,25.9,0
106,61,249,10,18088,366,56.5,0
103,3,138,128,18509,0,8.4,0
117,136,19,141,19851,0,16.8,0
117,136,101,113,15956,12176,17.2,0
115,152,253,34,13517,0,9.5,0
110,154,198,228,13899,666,12.6,0
106,46,44,135,14738,81,7,0
103,3,138,128,13709,54429,15.1,0
111,14,214,123,17662,234,26.7,0
112,111,24,205,15979,1,41.8,0
112,115,27,117,18406,1,27.2,0
111,16,61,8,15264,502,10.7,0
112,96,226,214,18320,0,53.8,0
101,86,167,225,13092,10588,16.2,0
112,224,146,217,18753,0,5,0
1,29,108,23,15849,210,10.2,0
101,75,221,231,13513,0,38.5,0
112,224,33,151,18369,1896,6.4,0
111,75,179,134,18979,327,26.4,0
113,140,98,122,18191,0,34.5,0
113,12,252,54,17687,357,19.9,0
111,17,194,205,19862,0,20.7,0
115,238,80,27,15869,73134,26.2,0
117,136,12,146,14718,432,39.7,0
111,205,218,40,15180,1,35.7,0
106,127,106,64,18934,0,15.8,0
111,183,0,180,17671,359,35.1,0
112,31,37,43,19955,128,7.1,0
111,19,121,94,13571,0,50.1,0
117,136,123,243,15707,723,18,0
117,136,27,212,17262,0,55.2,0
112,224,143,173,17686,0,33,0
111,27,169,99,15104,0,6.3,0
113,200,77,219,18991,1,42.7,0
112,224,141,70,17686,77,16.2,0
1,85,101,90,18992,0,58.4,0
101,88,198,162,15316,0,26.7,0
112,224,141,89,13065,169,19.3,0
111,207,2,230,13501,305,20.6,0
113,104,33,28,17875,221,46.8,0
106,57,89,139,18908,454,18.2,0
112,17,238,182,18767,286,20.7,0
111,39,77,74,13965,0,8.4,0
1,183,237,33,13171,0,16.1,0
103,57,12,43,15844,116,4.7,0
106,84,172,110,13308,1,22.9,0
113,73,209,99,13680,0,54.4,0
106,57,87,113,15125,325,25.2,0
116,236,51,199,18227,0,31.5,0
113,71,251,164,13925,1620,24.7,0
106,125,205,188,13789,238,20.2,0
112,224,67,1,15562,36360,32.1,0
113,127,158,80,19953,0,11,0
112,224,135,211,13708,87430,39.7,0
101,228,234,160,13020,0,3.5,0
117,136,117,140,19841,0,60,0
112,224,22,175,17863,252,20.4,0
106,127,78,39,19127,0,54.9,0
117,136,123,113,18079,1,18.1,0
117,136,124,59,15979,165,9.1,0
106,33,48,234,13473,244,10.7,0
1,202,189,173,15311,0,12.5,0
106,61,48,105,17322,1,32.7,0
1,202,189,179,18613,0,16.1,0
114,85,227,102,17305,2,23.6,0
117,136,24,18,13393,0,25,0
113,134,57,227,18232,251,13.3,0
113,100,63,1,18138,0,44.6,0
112,5,246,150,18250,129,3,0
103,98,241,23,17374,149,16.6,0
1,81,187,135,13109,710,24.4,0
110,181,128,203,18734,382,12.2,0
112,17,247,24,19857,0,28.6,0
106,57,90,115,15198,0,35.4,0
110,176,254,122,17735,215,23.1,0
111,49,163,179,18909,204,7.5,0
1,71,168,195,17635,0,40.3,0
113,110,152,44,19879,424,38.8,0
1,80,45,232,13572,0,26.6,0
111,14,60,174,13969,886,54.1,0
112,224,2,144,17686,5459,19.5,0
112,17,235,128,15869,358,21.5,0
117,136,119,133,19821,4324,37.3,0
106,34,131,94,18939,1,24.9,0
111,35,212,77,13791,331,13.6,0
111,18,93,86,13571,9823,13.4,0
116,9,77,236,13978,503,19.8,0
117,136,117,4,17555,86,13.3,0
117,136,107,207,15839,364,30.6,0
1,182,194,204,13314,29563,6,0
113,73,155,195,13929,792,47,0
106,118,151,43,15030,117,4.1,0
111,16,60,126,13054,0,13.1,0
111,35,211,68,13562,0,41.6,0
106,57,87,164,18869,0,30.9,0
111,49,38,89,13895,0,7.3,0
112,17,240,255,15990,267766,27.5,0
103,251,99,237,17684,442,17.8,0
114,87,32,91,18971,0,30.3,0
113,134,57,83,17749,0,26.8,0
101,230,232,122,18737,0,21,0
112,224,67,20,18660,355,20.6,0
112,6,46,46,15055,1130,31.4,0
106,57,95,255,15368,505,4.1,0
111,3,30,89,18268,693,29.4,0
112,96,173,144,13235,1,24.4,0
112,17,247,237,15869,0,17.9,0
106,61,205,161,18183,0,30.2,0
117,136,28,1,13014,1,41.1,0
112,224,136,54,17616,797,15.7,0
113,134,56,196,18291,774,20.5,0
112,17,240,237,17816,501,28.2,0
103,251,98,52,17677,0,23.7,0
110,178,145,160,15135,1,24.2,0
106,61,213,221,19988,1,49.8,0
117,136,117,135,15650,0,20.5,0
117,136,117,3,18755,0,34.2,0
103,251,99,74,18877,470,28.5,0
106,61,205,167,15812,0,29.8,0
117,136,107,193,18739,0,59.3,0
112,8,217,230,13145,432,26.8,0
117,136,120,157,18601,305,16.3,0
106,61,110,149,18087,621,48.8,0
117,136,103,208,18726,201,9.5,0
113,85,99,127,18933,1,16,0
113,201,200,40,15516,0,30.2,0
101,87,250,87,18616,157,5.6,0
106,57,84,198,13330,667,14.8,0
111,34,134,199,13869,376,14.7,0
112,17,236,178,19518,0,17.3,0
106,61,44,228,19106,1,37.3,0
106,122,10,224,18020,1,22.3,0
111,25,131,184,13843,0,4.5,0
111,113,168,95,19995,271,14.7,0
103,228,209,19,13877,218,35.7,0
117,136,100,243,13856,0,39,0
1,26,47,40,13947,0,36.8,0
113,15,143,27,19947,1,33,0
106,61,21,68,18788,0,34.3,0
112,224,20,113,15666,0,14.3,0
111,19,87,230,13709,443,39.1,0
106,61,13,15,19169,1,50.1,0
106,226,91,122,18479,0,7.4,0
106,61,12,159,18287,1,48.2,0
112,17,247,182,15857,599,32.2,0
106,61,137,116,15911,340,11.1,0
106,61,245,104,17874,170,12.7,0
112,49,76,3,15398,0,5.7,0
106,57,99,107,15391,407,49,0
106,61,22,157,13368,1,42,0
113,15,30,22,18778,0,18.5,0
117,136,101,38,15056,134,8.4,0
106,61,17,184,18388,0,42,0
106,61,241,76,17787,107,21.8,0
1,207,83,151,13595,458,51.9,0
111,35,209,214,18766,2389,3.8,0
117,136,103,141,19856,464,24.6,0
112,67,98,163,17785,2,38.9,0
114,254,2,192,13071,251,19.8,0
110,152,38,42,18199,153,5.2,0
117,136,0,229,13716,0,48.2,0
101,224,101,109,15800,384,27.4,0
117,136,123,97,15779,1,34.6,0
117,136,106,89,17516,2,22.8,0
116,26,134,249,15875,1,5.2,0
106,61,153,181,19907,357,28.1,0
106,125,75,172,15779,0,26,0
113,17,213,165,19118,0,42.8,0
113,200,204,221,18909,88,8.2,0
117,136,107,85,15539,895,35.1,0
117,136,104,13,18236,0,20.6,0
114,254,1,100,13161,0,22.1,0
106,61,7,144,18087,1979,48.6,0
116,112,195,238,16604,112,15.7,0
113,200,205,230,18909,169,7.6,0
106,57,76,45,18088,239,37.9,0
117,136,103,215,17855,1,32.8,0
113,73,128,0,13531,1,41.7,0
111,113,182,158,13079,0,9.5,0
115,148,117,118,19970,1,27.8,0
113,101,91,100,13827,171,4,0
114,102,246,138,17755,104,5,0
103,40,223,61,15270,1251,24,0
111,49,71,109,18795,346,3.8,0
106,61,245,222,15368,0,19.6,0
111,15,86,194,18353,97133,30.6,0
106,57,117,172,14736,0,34.4,0
114,96,154,233,16533,54,3,0
106,33,177,66,17624,0,57.5,0
117,136,124,162,14796,1,38.9,0
110,183,11,91,15235,0,5.7,0
117,136,0,39,13521,1,33.1,0
112,24,219,126,17706,1,38.8,0
111,26,200,44,15845,325,8,0
117,136,12,225,15099,672,45.8,0
1,50,103,11,18609,465,17.3,0
113,85,153,71,18420,1,20,0
112,224,146,141,15653,14973,36.3,0
106,61,153,229,18287,624,34.3,0
106,57,83,206,17375,1987,22,0
106,57,75,154,18988,3005,12.5,0
111,26,31,16,15981,605,18.3,0
113,15,141,89,18007,1,19.8,0
106,61,135,101,17874,425,13.6,0
112,115,27,171,13170,385,26.3,0
106,61,34,54,19143,1210,11.6,0
117,136,21,203,13970,1117,28.8,0
113,82,133,45,18826,167,27,0
106,61,18,95,17708,287,26.4,0
117,136,101,4,19855,366,26.2,0
112,38,164,214,18706,0,56,0
106,35,240,44,15848,0,17.9,0
113,57,245,87,13608,441,11.6,0
103,57,12,244,13844,294243,18.9,0
112,224,149,3,15764,74996,28.4,0
113,73,175,146,13979,169,10.8,0
103,57,12,66,13500,42532,19.4,0
111,52,55,117,18636,1,24,0
1,85,205,147,15389,219,10.6,0
111,14,5,31,15266,610,11.9,0
111,49,39,61,13723,0,17.3,0
103,8,207,211,15209,148,9.9,0
117,136,123,171,18374,1,17.5,0
111,208,112,211,13814,347056,12,0
106,118,176,204,18103,0,21.6,0
117,136,2,152,18203,84,5.5,0
1,28,228,252,13848,1,4.6,0
106,127,97,154,17344,1,20.1,0
111,49,32,149,13909,1,39.6,0
112,116,104,189,15287,268,7.7,0
111,35,214,98,13853,320,9.1,0
106,33,102,162,18737,283,15.5,0
103,251,98,208,15676,95,11.2,0
112,224,135,153,17660,1,21.9,0
112,17,241,224,13676,387,15.7,0
113,140,112,213,18095,0,26.2,0
117,136,106,50,19836,1,43.6,0
113,140,132,50,15352,1,58.1,0
111,26,200,44,15662,1,19.4,0
113,57,246,121,18672,0,52.8,0
113,57,183,239,15623,1,51.5,0
113,200,106,99,18693,0,50.9,0
101,94,214,114,17721,147,21.3,0
111,32,60,109,15122,189,12,0
111,53,209,100,15034,122,21.9,0
113,57,183,62,16671,87,6.7,0
111,52,61,225,13835,1324,15.7,0
117,136,106,135,15716,0,29.1,0
116,162,3,1,15675,0,40.4,0
113,117,225,114,13726,1,55.7,0
117,136,106,59,18236,4,18.9,0
112,224,1,63,16606,13954,30,0
117,136,106,248,15139,1,35.2,0
1,85,106,130,15091,1,60,0
113,57,182,138,17871,1,37,0
117,136,106,132,15139,0,35.3,0
112,32,214,73,13965,137,12.3,0
114,97,92,170,18155,374,38,0
101,85,103,244,18930,0,36.8,0
106,34,63,73,19937,0,43,0
103,3,97,235,18512,0,25,0
117,136,106,121,15203,1,15.8,0
117,136,106,95,13460,0,22.6,0
117,136,23,174,18071,0,20.6,0
1,30,6,175,15598,0,10.9,0
116,5,135,182,13826,1,9,0
117,136,106,17,17837,1,49.4,0
111,25,66,111,13894,19888,32.2,0
111,0,8,149,17326,1,32,0
106,34,55,72,17746,1,38.6,0
113,24,159,54,15333,1,7.5,0
111,16,232,98,18753,30,9.1,0
112,23,142,164,15366,0,7.6,0
111,37,20,249,18953,0,14.4,0
115,60,16,221,13939,0,23.5,0
113,116,82,122,13922,283,12.7,0
111,49,22,236,13895,297,8.6,0
117,136,106,246,13721,0,22.7,0
112,92,218,120,17688,188,3,0
114,232,109,97,16532,6,3,0
103,98,241,243,13872,795,9.9,0
111,16,133,123,13906,656,7,0
111,16,38,220,15588,124801,19.1,0
113,27,71,89,18834,214,10.8,0
117,136,106,253,15238,1,19.1,0
114,97,56,18,18955,53,4.5,0
106,61,46,243,19116,260,15.3,0
112,224,146,34,17662,1,6.7,0
113,214,206,67,18698,79378,31.5,0
1,199,134,173,18843,220,5,0
111,37,241,56,15908,163,5.3,0
112,115,69,248,13095,0,17.5,0
113,120,34,159,16521,29,2.8,0
112,96,68,175,13078,1,2.7,0
106,33,97,52,19937,1,41.4,0
110,183,45,135,13903,402,24.5,0
106,34,128,145,17335,1,41.1,0
117,136,106,115,15137,1,21.4,0
116,5,238,119,15889,0,15.6,0
112,54,203,62,18574,0,21.3,0
106,226,76,253,13970,115,29.4,0
116,20,167,19,15322,247,19.6,0
113,214,193,54,18605,376,35.7,0
111,29,92,79,17608,81508,41.7,0
113,200,107,90,15667,491,25.3,0
117,136,107,218,17550,1,33.8,0
106,57,114,171,15394,116,5.4,0
111,21,233,202,15509,92093,25.4,0
112,96,138,234,18538,1,29.2,0
103,57,12,80,15948,550,21.6,0
113,14,3,5,18877,1,24.9,0
110,178,42,196,13835,1,32.6,0
110,183,58,50,15534,252,21.7,0
115,149,96,99,18702,415,40.9,0
112,96,173,21,13049,825,28.8,0
112,224,151,50,17731,0,32.8,0
1,68,40,123,13363,547,40.7,0
117,136,107,103,17837,0,36,0
111,14,250,213,18369,1,5,0
106,61,226,54,15308,0,4.6,0
112,224,19,223,15753,1,36,0
111,199,55,236,15512,259,4.2,0
106,61,56,176,18487,0,3.3,0
101,93,185,115,18817,0,29.3,0
103,251,98,165,17677,307,27,0
117,136,107,169,15236,85116,36,0
115,235,223,243,17816,147,11.2,0
113,134,44,197,15229,0,60,0
117,136,21,192,13970,1,15.1,0
112,97,176,108,18924,0,34.2,0
112,96,106,83,13126,190,11.5,0
117,136,13,52,18389,457,13.7,0
117,132,184,93,18399,1,16.1,0
112,111,55,5,17689,0,3.8,0
112,23,175,249,15370,855,23.7,0
116,114,122,255,13664,192,8.3,0
111,49,176,76,15202,0,48.7,0
106,57,71,26,15912,0,2.9,0
103,251,99,99,13217,0,5.4,0
1,181,48,232,15148,220,19.9,0
106,33,43,144,18008,257,31.2,0
113,214,214,123,13806,266,9.4,0
111,34,120,51,13061,123613,31.7,0
112,14,124,12,13587,0,40.3,0
111,16,63,187,15163,313,3.5,0
113,117,226,194,15914,0,53.3,0
111,29,159,183,15108,0,25.9,0
112,96,198,245,13643,0,26.3,0
112,97,167,179,18520,0,32.4,0
112,96,194,72,13829,1,30,0
112,66,6,234,18789,0,59.6,0
112,96,109,8,15602,349427,11,0
111,18,132,23,19591,1,60,0
114,228,157,18,16533,2,3.9,0
115,210,78,251,16534,32,3.2,0
112,224,23,219,13663,0,52.1,0
113,221,47,16,17053,22,2.5,0
114,97,243,252,17064,7,3.8,0
110,81,103,93,13599,1,19.4,0
103,43,192,169,15653,0,9.4,0
111,174,109,101,17362,0,21.4,0
110,191,197,176,13348,1222,9.2,0
106,61,106,2,15393,1,20.8,0
111,163,211,5,13032,1,46.4,0
101,206,169,236,18582,0,24.9,0
106,5,250,59,17386,0,9.9,0
1,30,7,68,15848,30812,46.7,0
106,115,54,27,15028,453,31.5,0
101,94,0,126,15736,0,33.9,0
1,181,254,124,15849,127835,42.4,0
103,57,12,10,18533,0,10.5,0
106,61,86,22,18987,474,3.5,0
1,62,53,87,15046,821,13.5,0
101,94,10,59,19121,0,11.5,0
111,16,235,24,13562,0,45.8,0
1,68,42,39,13383,1026,41.7,0
111,0,180,16,15958,0,19.5,0
1,68,115,210,15364,0,5.7,0
1,68,57,152,15386,175508,33.4,0
1,30,185,221,15848,47754,39.7,0
110,153,85,190,18799,1293,30.2,0
106,119,232,91,15127,691,30.6,0
110,157,199,166,15999,77,9.6,0
103,8,207,242,15160,1,60,0
101,71,110,210,15641,0,4.7,0
101,71,110,142,18069,0,6.3,0
112,93,119,192,13585,4580,3.4,0
103,238,35,140,18212,0,9.3,0
1,204,201,70,13164,656,5.8,0
111,53,196,18,15234,208745,16.8,0
1,206,242,209,18685,0,17.6,0
111,126,45,17,13015,193,14.2,0
106,224,145,186,13348,202018,10.9,0
1,30,6,221,13674,128679,10.4,0
103,57,12,218,13578,309,10.9,0
103,43,192,115,13054,114,9.1,0
111,18,126,126,13992,460,13.5,0
106,33,226,16,13783,151370,12,0
106,108,51,39,13323,0,9.9,0
1,30,7,164,13526,126,6.9,0
110,16,5,166,15540,212,33.8,0
111,53,196,18,19834,215332,40.5,0
106,43,202,44,13765,186,35.1,0
106,125,67,22,18031,0,28.4,0
106,34,192,189,15829,0,26,0
106,34,104,169,18945,1,31.5,0
106,33,50,50,13320,0,32.4,0
106,33,111,124,17664,0,29.6,0
111,53,196,18,19834,0,58.2,0
106,84,168,161,15736,376,35.6,0
111,17,183,1,15266,1,32.2,0
103,251,99,112,15506,1,35.4,0
110,16,97,154,18147,1,31.2,0
103,43,192,189,13053,37070,12.2,0
111,15,17,203,15154,1,30.4,0
111,15,84,109,15506,1,8.7,0
110,176,180,89,19935,51145,7.4,0
106,127,9,112,13336,1,57.1,0
111,207,109,185,18556,48635,18,0
101,206,170,170,17713,0,37.7,0
1,30,6,25,13327,0,39.2,0
106,121,8,151,15321,347,18.7,0
111,14,212,77,18366,62898,29.3,0
103,228,209,252,18775,250299,30.1,0
110,16,97,154,15049,1007,37.7,0
106,125,116,49,15049,52124,31.6,0
110,16,97,154,13027,68328,10.6,0
106,46,100,166,13106,0,9.4,0
101,86,139,54,18930,125389,16.3,0
110,177,80,18,13935,333,18.6,0
110,16,97,154,18104,1,33,0
101,94,132,100,13362,158,5.4,0
110,16,97,154,13245,0,29.6,0
110,16,97,154,13327,0,34.7,0
106,19,30,180,15155,244,11.7,0
111,14,212,77,15318,98,7.7,0
1,68,42,172,17603,0,30.7,0
1,50,97,206,18095,0,48.8,0
1,194,187,3,13781,0,25.8,0
1,86,33,18,19991,80368,27.8,0
106,127,254,76,17777,0,41.2,0
111,53,196,18,17835,0,18.3,0
111,53,196,18,18835,0,59.8,0
103,251,99,156,17687,0,45.1,0
101,206,166,108,13056,307708,44.2,0
111,113,163,10,18109,0,27.7,0
106,84,168,33,19117,148,12.5,0
110,176,254,117,18435,0,59.6,0
1,50,124,252,18195,1,13.2,0
106,127,109,1,17307,284,21.3,0
110,16,97,154,17614,424,16.4,0
110,16,97,154,15540,1,10.5,0
106,127,227,207,15277,0,40.9,0
1,50,102,208,13014,472,16.3,0
111,113,172,205,18095,1,35.8,0
110,176,181,85,13333,0,51.5,0
1,68,116,124,18835,166,9.1,0
1,30,7,228,15540,0,24.3,0
106,125,87,195,15847,130,11.6,0
101,88,135,5,19821,105,10.9,0
110,176,219,7,18403,201,17,0
110,176,254,168,13753,479,20.5,0
103,251,98,134,18587,0,35.6,0
1,24,24,171,18547,32970,8.7,0
106,84,152,66,17738,446,26.4,0
111,53,196,18,15386,0,27.9,0
110,16,97,154,13298,1,18.4,0
111,53,196,18,15235,172448,26.2,0
111,113,164,65,15209,334,27.1,0
111,18,63,196,13571,524,50.3,0
106,84,148,155,19923,0,45.1,0
111,207,109,174,15997,0,25.6,0
1,204,117,144,18198,324,39.1,0
106,224,214,16,19126,234,10.1,0
103,3,137,183,17693,125,12.6,0
1,68,113,48,17303,1,21.4,0
110,52,103,101,18975,1,33.5,0
110,16,86,222,13296,218,20,0
112,93,119,192,13890,143,46.3,0
1,68,102,165,15383,0,40.4,0
110,17,189,74,18104,3,30.8,0
113,200,155,166,13991,0,11.2,0
117,128,4,200,15814,0,36.4,0
103,43,192,26,13206,0,14.3,0
117,132,184,3,13894,1,10.8,0
103,10,87,189,14795,208,8,0
111,19,109,210,15633,0,19.7,0
106,33,76,215,13326,2,14.5,0
101,84,24,205,18019,0,4.8,0
110,181,11,253,13363,1,28,0
111,53,196,18,19834,1,4.9,0
1,181,222,194,15004,0,9.8,0
111,53,196,18,15735,1232,13.9,0
110,87,79,176,13770,0,18.8,0
106,127,210,228,19986,0,5.9,0
110,176,212,97,19935,6177,12.1,0
106,114,66,19,15350,0,28.8,0
1,27,108,224,13734,1,22.9,0
110,176,211,74,18234,1,23.9,0
